MariaDB [grafana]> \. ~/sql1.sql
+-------+--------+--------------+----------+------+-----------+-----------------------------+
| id    | org_id | dashboard_id | panel_id | type | region_id | substr(text,117,126)        |
| 18009 |      2 |         2753 |        2 |      |     18009 | CHG0333628</a>: Test 4      |
| 18010 |      2 |         2753 |        2 |      |     18009 | CHG0333628</a>: Test 4      |
| 18011 |      2 |         2753 |        2 |      |     18011 | CHG0333627</a>: Test 3      |
| 18012 |      2 |         2753 |        2 |      |     18011 | CHG0333627</a>: Test 3      |
| 18013 |      2 |         2753 |        3 |      |     18013 | CHG0333619</a>: Test 2      |
| 18014 |      2 |         2753 |        3 |      |     18013 | CHG0333619</a>: Test 2      |
| 18015 |      2 |         2753 |        3 |      |     18015 | CHG0333618</a>: Test change |
| 18016 |      2 |         2753 |        3 |      |     18015 | CHG0333618</a>: Test change |
| 18017 |      2 |         2753 |        3 |      |     18017 | CHG0333628</a>: Test 4      |
| 18018 |      2 |         2753 |        3 |      |     18017 | CHG0333628</a>: Test 4      |
| 18019 |      2 |         2753 |        3 |      |     18019 | CHG0333627</a>: Test 3      |
| 18020 |      2 |         2753 |        3 |      |     18019 | CHG0333627</a>: Test 3      |
| 18021 |      2 |         2753 |        1 |      |     18021 | CHG0333619</a>: Test 2      |
| 18022 |      2 |         2753 |        1 |      |     18021 | CHG0333619</a>: Test 2      |
| 18023 |      2 |         2753 |        1 |      |     18023 | CHG0333618</a>: Test change |
| 18024 |      2 |         2753 |        1 |      |     18023 | CHG0333618</a>: Test change |
